term_str,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust
savagery,1,0,0,1,0,1,0,0,0,0
save,0,0,0,0,1,0,1,0,0,1
savor,0,1,1,0,1,0,1,1,0,1
scaffold,0,0,0,1,0,1,0,0,0,0
scalpel,0,0,0,1,0,1,0,0,0,0
scandal,0,0,0,1,0,1,0,0,0,0
scandalous,1,0,0,0,0,1,0,0,0,0
scapegoat,1,0,0,1,0,1,0,0,0,0
scar,1,0,1,1,0,1,0,1,0,0
scarce,0,0,0,1,0,1,0,1,0,0
scarcely,0,0,0,0,0,1,0,1,0,0
scarcity,1,0,0,1,0,1,0,1,0,0
scare,1,1,0,1,0,1,0,0,1,0
scarecrow,0,0,0,1,0,1,1,0,0,0
schism,1,0,0,0,0,1,0,0,0,0
schizophrenia,1,0,1,1,0,1,0,1,0,0
scholarship,0,0,0,0,1,0,1,0,0,0
scientific,0,0,0,0,0,0,1,0,0,1
scientist,0,1,0,0,0,0,1,0,0,1
scoff,1,0,1,0,0,1,0,0,0,0
scold,1,0,1,1,0,1,0,1,0,0
scolding,1,0,0,0,0,1,0,0,0,0
scorching,1,0,0,0,0,1,0,0,0,0
score,0,1,0,0,1,0,1,0,1,0
scorn,1,0,0,0,0,1,0,0,0,0
scorpion,1,0,1,1,0,1,0,0,1,0
scoundrel,1,0,1,1,0,1,0,0,0,1
scourge,1,0,0,1,0,1,0,1,0,0
scrapie,1,0,0,1,0,1,0,1,0,0
scream,1,0,1,1,0,1,0,0,1,0
screaming,1,0,1,1,0,1,0,0,0,0
screech,0,0,0,1,0,1,0,0,1,0
screwed,1,0,0,0,0,1,0,0,0,0
scrimmage,0,0,0,0,0,1,0,0,1,0
scrub,0,0,1,0,0,1,0,0,0,0
scrutinize,0,1,0,0,0,1,0,0,0,0
scum,0,0,1,0,0,1,0,0,0,0
seal,0,0,0,0,0,0,1,0,0,1
secluded,0,0,0,0,0,1,0,1,0,0
seclusion,0,0,0,1,0,1,1,0,0,0
secrecy,0,0,0,0,0,0,0,0,1,1
secretion,0,0,1,0,0,1,0,0,0,0
sectarian,1,0,0,1,0,1,0,0,0,0
sedition,1,0,0,0,0,1,0,1,0,0
segregate,1,0,1,0,0,1,0,1,0,0
seize,0,0,0,1,0,1,0,0,0,0
selfish,1,0,1,0,0,1,0,0,0,0
senile,0,0,0,1,0,1,0,1,0,0
seniority,0,0,0,0,0,0,1,0,0,1
sensational,0,0,0,0,1,0,1,0,0,0
senseless,1,0,1,1,0,1,0,1,1,0
sensual,0,1,0,0,1,1,1,0,1,1
sensuality,0,1,0,0,1,0,1,0,0,0
sensuous,0,0,0,0,1,0,1,0,0,0
sentence,1,1,1,1,0,1,0,1,0,0
sentinel,0,0,0,0,0,0,1,0,0,1
separatist,1,0,1,0,0,1,0,0,0,0
sepsis,0,0,0,1,0,1,0,1,0,0
septic,0,0,1,0,0,1,0,0,0,0
sequestration,0,0,0,0,0,1,0,1,0,0
serene,0,0,0,0,0,1,0,0,0,1
serenity,0,1,0,0,1,0,1,0,0,1
seriousness,0,0,0,1,0,0,0,1,0,0
sermon,0,0,0,0,0,0,1,0,0,1
serpent,0,0,1,1,0,1,0,0,0,0
servant,0,0,0,0,0,1,0,0,0,1
serve,0,0,0,0,0,1,0,0,0,1
servile,0,0,1,1,0,1,0,1,0,0
setback,0,0,0,0,0,1,0,1,0,0
settlor,0,0,0,1,0,0,1,0,0,0
sewage,0,0,1,0,0,1,0,0,0,0
sewerage,0,0,1,0,0,1,0,0,0,0
sex,0,1,0,0,1,0,1,0,0,1
shabby,0,0,1,0,0,1,0,0,0,0
shack,0,0,1,0,0,1,0,1,0,0
shackle,1,1,1,1,0,1,0,1,0,0
shady,0,0,0,1,0,1,0,0,0,0
shaking,0,0,0,1,0,1,0,0,0,0
shaky,1,1,0,1,0,1,0,0,0,0
sham,1,0,1,0,0,1,0,0,0,0
shame,0,0,1,1,0,1,0,1,0,0
shameful,0,0,0,0,0,1,0,1,0,0
shameless,0,0,1,0,0,1,0,0,0,0
shanghai,0,0,1,1,0,1,0,0,0,0
share,0,1,0,0,1,0,1,0,0,1
sharpen,1,1,0,0,0,0,0,0,0,0
shatter,1,0,0,1,0,1,0,1,1,0
shattered,0,0,0,0,0,1,0,1,0,0
shell,1,0,0,1,0,1,0,1,1,0
shelter,0,0,0,0,0,0,1,0,0,1
shepherd,0,0,0,0,0,0,1,0,0,1
shining,0,1,0,0,1,0,1,0,0,0
shipwreck,0,0,0,1,0,1,0,1,0,0
shit,1,0,1,0,0,1,0,0,0,0
shiver,1,1,0,1,0,1,0,1,0,0
shock,1,0,0,1,0,1,0,0,1,0
shoddy,1,0,1,0,0,1,0,0,0,0
shoot,1,0,0,1,0,1,0,0,0,0
shooting,1,0,0,1,0,1,0,0,0,0
shoplifting,1,0,1,0,0,1,0,0,0,0
shopping,0,1,0,0,1,0,1,0,1,1
shortage,1,0,0,1,0,1,0,1,0,0
shot,1,0,0,1,0,1,0,1,1,0
shoulder,0,0,0,0,0,0,1,0,0,1
shout,1,0,0,0,0,0,0,0,1,0
shove,1,0,0,0,0,1,0,0,0,0
shriek,1,0,0,1,0,1,0,1,1,0
shrill,1,0,0,1,0,1,0,0,1,0
shrink,0,0,0,1,0,1,0,1,0,0
shudder,0,0,0,1,0,1,0,0,0,0
shun,1,0,1,0,0,1,0,1,0,0
sick,0,0,1,0,0,1,0,1,0,0
sickening,1,0,1,1,0,1,0,1,0,0
sickly,0,0,1,0,0,1,0,1,0,0
sickness,0,0,1,1,0,1,0,1,0,0
silly,0,0,0,0,1,1,0,0,0,0
simmer,1,1,0,0,0,0,0,0,0,0
simplify,0,1,0,0,1,0,1,0,1,1
sin,1,0,1,1,0,1,0,1,0,0
sincere,0,0,0,0,0,0,1,0,0,1
sinful,1,0,1,1,0,1,0,1,0,0
sing,0,1,0,0,1,0,1,1,0,1
sinister,1,0,1,1,0,1,0,0,0,0
sinner,1,0,1,1,0,1,0,1,0,0
sinning,0,0,1,0,0,1,0,0,0,0
sir,0,0,0,0,0,0,1,0,0,1
siren,0,0,0,1,0,1,0,0,0,0
sisterhood,1,0,0,0,0,0,1,1,1,1
skewed,1,1,0,0,0,1,0,0,0,0
skid,1,0,0,1,0,1,0,1,0,0
skillful,0,0,0,0,0,0,1,0,0,1
skirmish,1,0,0,0,0,1,0,0,0,0
slam,1,0,0,1,0,1,0,0,1,0
slander,1,0,1,0,0,1,0,0,0,0
slap,1,0,0,0,0,1,0,0,1,0
slaughter,1,0,1,1,0,1,0,1,1,0
slaughterhouse,1,0,1,1,0,1,0,1,0,0
slaughtering,1,0,1,1,0,1,0,1,1,0
slave,1,0,0,1,0,1,0,1,0,0
slavery,1,0,1,1,0,1,0,1,0,0
slay,1,0,0,0,0,1,0,0,0,0
slayer,1,0,1,1,0,1,0,1,1,0
slimy,0,0,1,0,0,1,0,0,0,0
slip,0,0,0,0,0,1,0,0,1,0
slop,0,0,1,0,0,1,0,0,0,0
sloppy,0,0,1,0,0,1,0,0,0,0
sloth,0,0,1,0,0,1,0,0,0,0
sludge,0,0,1,0,0,1,0,0,0,0
slug,0,0,1,0,0,1,0,0,0,0
sluggish,0,0,0,0,0,1,0,1,0,0
slum,0,0,1,0,0,1,0,0,0,0
slump,0,0,0,0,0,1,0,1,0,0
slur,1,0,1,0,0,1,0,1,0,0
slush,0,0,1,0,0,1,0,0,1,0
slut,1,0,1,0,0,1,0,0,0,0
sly,1,0,1,1,0,1,0,0,0,0
smack,1,0,0,0,0,1,0,0,0,0
smash,1,0,0,1,0,1,0,0,0,0
smell,1,0,1,0,0,1,0,0,0,0
smelling,0,0,1,0,0,1,0,0,0,0
smile,0,0,0,0,1,0,1,0,1,1
smiling,0,0,0,0,1,0,1,0,0,0
smite,1,0,0,1,0,1,0,1,0,0
smother,1,0,0,0,0,1,0,0,0,0
smuggle,0,0,0,1,0,1,0,0,0,0
smuggler,1,0,1,1,0,1,0,0,0,0
smut,0,0,1,1,0,1,0,0,0,0
snag,0,0,0,0,0,1,0,0,1,0
snake,0,0,1,1,0,1,0,0,0,0
snare,0,0,0,1,0,1,0,0,0,0
snarl,1,0,1,0,0,1,0,0,0,0
snarling,1,0,0,0,0,1,0,0,0,0
sneak,1,0,0,1,0,1,0,0,1,0
sneaking,0,1,0,1,0,1,0,0,0,1
sneer,1,0,1,0,0,1,0,0,0,0
sneeze,0,0,1,0,0,1,0,0,1,0
sob,0,0,0,0,0,1,0,1,0,0
sobriety,0,0,0,0,0,0,1,0,0,1
socialism,0,0,1,1,0,0,0,0,0,0
socialist,1,0,1,1,0,1,0,1,0,0
soil,0,0,1,0,0,1,0,0,0,0
soiled,0,0,1,0,0,1,0,0,0,0
soldier,1,0,0,0,0,0,1,1,0,0
solidity,0,0,0,0,0,0,1,0,0,1
somatic,0,0,0,0,0,1,0,0,1,0
somber,0,0,0,0,0,1,0,1,0,0
sonar,0,1,0,0,0,0,1,0,0,0
sonnet,0,0,0,0,1,0,1,1,0,0
sonorous,0,0,0,0,1,0,1,0,0,0
soot,0,0,1,0,0,1,0,0,0,0
soothing,0,0,0,0,1,0,1,0,0,1
sorcery,0,1,0,1,0,1,0,0,1,0
sordid,1,0,1,1,0,1,0,1,0,0
sore,1,0,0,0,0,1,0,1,0,0
sorely,0,0,0,0,0,1,0,1,0,0
soreness,0,0,1,0,0,1,0,1,0,0
sorrow,0,0,0,1,0,1,0,1,0,0
sorrowful,0,0,0,0,0,1,0,1,0,0
sortie,0,0,0,1,0,1,0,0,0,0
soulless,0,0,1,1,0,1,0,1,0,0
soulmate,0,0,0,1,0,1,0,0,0,0
soundness,0,1,0,0,1,0,1,0,0,1
sour,0,0,1,0,0,1,0,0,0,0
spa,0,1,0,0,1,0,1,0,1,1
spaniel,0,0,0,0,1,0,1,0,0,1
spank,1,0,0,1,0,1,0,1,0,0
sparkle,0,1,0,0,1,0,1,0,1,0
spasm,0,0,0,1,0,1,0,0,0,0
spat,1,0,0,0,0,1,0,0,0,0
spear,1,1,0,1,0,1,0,0,0,0
special,0,0,0,0,1,0,1,0,0,0
speck,0,0,1,0,0,1,0,0,0,0
spectacle,0,0,0,0,0,1,1,0,0,0
spectacular,0,1,0,0,0,0,0,0,1,0
specter,0,0,0,1,0,1,0,1,0,0
speculation,0,0,0,1,0,1,0,1,0,0
spider,0,0,1,1,0,0,0,0,0,0
spine,1,0,0,0,0,1,1,0,0,0
spinster,0,0,0,1,0,1,0,1,0,0
spirits,0,1,0,0,1,0,1,0,1,0
spite,1,0,0,0,0,1,0,0,0,0
spiteful,1,0,0,0,0,1,0,0,0,0
splendid,0,0,0,0,1,0,1,0,1,0
splendor,0,1,0,0,1,0,1,0,1,0
splitting,0,0,0,0,0,1,0,1,0,0
spoil,0,0,1,0,0,1,0,0,0,0
spoiler,0,0,0,0,0,1,0,1,0,0
sponsor,0,0,0,0,0,0,1,0,0,1
spook,0,0,0,1,0,1,0,0,0,0
spotless,0,0,0,0,0,0,1,0,0,1
spouse,0,0,0,0,1,0,1,0,0,1
sprain,0,0,0,0,0,1,0,1,0,0
sprite,0,0,0,1,0,1,0,0,0,0
spurious,0,0,1,0,0,1,0,0,0,0
squall,0,0,0,1,0,1,0,1,0,0
squeamish,0,0,1,1,0,1,0,0,0,0
squelch,1,0,1,0,0,1,0,0,0,0
squirm,0,0,1,0,0,1,0,0,0,0
stab,1,0,0,1,0,1,0,1,1,0
stable,0,0,0,0,0,0,1,0,0,1
stagnant,0,0,0,0,0,1,0,1,0,0
stain,0,0,1,0,0,1,0,0,0,0
stalemate,1,0,1,0,0,0,0,0,0,0
stalk,0,0,0,1,0,1,0,0,0,0
stamina,0,0,0,0,0,0,1,0,0,1
standoff,1,0,0,1,0,1,0,0,0,0
standstill,1,0,0,0,0,1,0,0,0,0
star,0,1,0,0,1,0,1,0,0,1
stark,0,0,0,0,0,1,0,0,0,1
starry,0,1,0,0,1,0,1,0,0,0
startle,0,0,0,1,0,1,0,0,1,0
starvation,0,0,0,1,0,1,0,1,0,0
statement,0,0,0,0,0,0,1,0,0,1
steadfast,0,0,0,0,0,0,1,0,0,1
steady,0,0,0,0,0,0,0,0,1,1
steal,1,0,0,1,0,1,0,1,0,0
stealing,0,0,1,1,0,1,0,0,0,0
stealthy,0,1,0,1,0,1,0,0,1,0
sterile,0,0,0,0,0,1,0,1,0,0
sterling,1,1,0,0,1,1,1,0,0,1
steward,0,0,0,0,0,0,1,0,0,1
stifled,1,0,0,1,0,1,0,1,0,0
stigma,1,0,1,1,0,1,0,1,0,0
stillborn,0,0,0,0,0,1,0,1,0,0
stillness,0,0,0,1,0,0,1,1,0,0
sting,1,0,0,1,0,1,0,0,0,0
stingy,1,0,1,1,0,1,0,1,0,0
stink,0,0,1,0,0,1,0,0,0,0
stinking,0,0,1,0,0,1,0,0,0,0
stint,0,0,0,1,0,1,0,1,0,0
stolen,1,0,0,0,0,1,0,0,0,0
stone,1,0,0,0,0,1,0,0,0,0
stools,0,0,1,0,0,1,0,0,0,0
store,0,1,0,0,0,0,1,0,0,0
storm,1,0,0,0,0,1,0,0,0,0
stormy,0,0,0,1,0,1,0,0,0,0
straightforward,0,0,0,0,0,0,1,0,0,1
strained,1,0,0,0,0,1,0,0,0,0
straits,0,0,0,1,0,1,0,0,0,0
stranger,0,0,0,1,0,1,0,0,0,0
strangle,1,0,1,1,0,1,0,1,1,0
strategist,0,1,0,0,0,0,1,0,0,1
strength,0,0,0,0,0,0,1,0,0,1
strengthening,0,0,0,0,1,0,1,0,0,1
stretcher,0,0,0,1,0,0,0,1,0,0
strife,1,0,0,0,0,1,0,0,0,0
strike,1,0,0,0,0,1,0,0,0,0
strip,0,0,0,0,0,1,0,1,0,0
stripped,1,1,1,1,0,1,0,1,0,0
stroke,0,0,0,1,0,1,0,1,0,0
structure,0,0,0,0,0,0,1,0,0,1
struggle,1,0,0,1,0,1,0,1,0,0
stunned,0,0,0,1,0,1,0,0,1,0
sty,0,0,1,0,0,1,0,0,0,0
subjected,0,0,0,0,0,1,0,1,0,0
subjugation,1,0,1,1,0,1,0,1,0,0
sublimation,0,0,0,0,1,0,1,0,0,0
subordinate,0,0,0,1,0,1,0,0,0,0
subsidence,0,0,0,0,0,1,0,1,0,0
subsidy,1,0,1,0,0,1,0,0,0,0
subversion,1,0,0,1,0,1,0,0,0,0
subversive,1,0,0,0,0,1,0,0,1,0
subvert,0,0,1,1,0,1,0,1,0,0
succeed,0,1,0,0,1,0,1,0,1,1
succeeding,0,1,0,0,1,0,1,0,0,1
success,0,1,0,0,1,0,1,0,0,0
successful,0,1,0,0,1,0,1,0,0,1
succulent,0,0,0,0,0,1,1,0,0,0
sucker,1,0,0,0,0,1,0,0,0,0
sue,1,0,0,0,0,1,0,1,0,0
sufferer,0,0,0,1,0,1,0,1,0,0
suffering,0,0,1,1,0,1,0,1,0,0
suffocating,0,0,1,1,0,1,0,1,0,0
suffocation,1,0,0,1,0,1,0,0,0,0
suicidal,1,0,1,1,0,1,0,1,0,0
suicide,1,0,0,1,0,1,0,1,0,0
sullen,1,0,0,0,0,1,0,1,0,0
sun,0,1,0,0,1,0,1,0,1,1
sundial,0,1,0,0,0,0,0,0,0,1
sunk,0,0,1,1,0,1,0,1,0,0
sunny,0,1,0,0,1,0,1,0,1,0
sunset,0,1,0,0,0,0,1,0,0,0
sunshine,0,0,0,0,1,0,1,0,0,0
superman,0,0,0,0,1,0,1,0,0,1
superstar,0,0,0,0,1,0,1,0,0,1
superstition,0,0,0,1,0,1,1,0,0,0
superstitious,0,1,0,1,0,1,0,0,0,0
supplication,0,0,0,0,0,0,1,0,0,1
supporter,0,0,0,0,1,0,1,0,0,1
supporting,0,0,0,0,0,0,1,0,0,1
suppress,1,0,0,1,0,1,0,1,0,0
suppression,1,0,1,1,0,1,0,0,0,0
supremacy,1,1,0,1,1,1,1,0,1,1
surcharge,1,0,0,0,0,1,0,0,0,0
surety,0,0,0,0,0,0,1,0,0,1
surgery,0,0,0,1,0,0,0,1,0,0
surly,1,0,1,0,0,1,0,0,0,0
surprise,0,0,0,1,1,0,1,0,1,0
surprisingly,0,1,0,0,0,0,0,0,1,0
surrender,0,0,0,1,0,1,0,1,0,0
surrendering,0,0,0,0,0,1,0,1,0,0
surround,0,1,0,0,0,1,1,0,0,0
suspect,0,0,0,1,0,1,0,0,0,0
suspense,0,1,0,1,0,0,0,0,1,0
suspension,0,0,0,1,0,1,0,0,0,0
suspicion,0,0,0,1,0,1,0,0,0,0
suspicious,1,1,0,0,0,1,0,0,0,0
swamp,0,0,1,1,0,1,0,0,0,0
swampy,0,0,1,1,0,1,0,0,0,0
swastika,1,0,0,1,0,1,0,0,0,0
swear,0,0,0,0,0,0,1,0,0,1
sweet,0,1,0,0,1,0,1,0,1,1
sweetheart,0,1,0,0,1,0,1,1,0,1
sweets,0,1,0,0,1,0,1,0,0,0
swelling,0,0,0,1,0,1,0,0,0,0
swerve,0,0,0,1,0,0,0,0,1,0
swig,0,0,1,0,0,1,0,0,0,0
swim,0,1,0,1,1,0,1,0,0,0
swine,0,0,1,0,0,1,0,0,0,0
symmetry,0,0,0,0,1,0,1,0,0,1
sympathetic,0,0,0,1,1,0,1,1,0,1
sympathy,0,0,0,0,0,0,1,1,0,0
symphony,0,1,0,0,1,0,1,0,0,0
synchronize,0,1,0,0,1,0,1,0,1,1
syncope,0,0,0,1,0,1,0,1,1,0
synergistic,0,0,0,0,0,0,1,0,0,1
synod,0,0,0,0,0,0,1,0,0,1
synonymous,0,0,0,1,0,1,1,0,0,1
taboo,0,0,1,1,0,1,0,0,0,0
tackle,1,0,0,0,0,0,0,0,1,0
tactics,0,0,0,1,0,0,0,0,0,1
taint,0,0,0,0,0,1,0,1,0,0
talons,1,0,0,1,0,1,0,0,0,0
tantalizing,0,1,0,0,1,1,1,0,1,0
tariff,1,0,1,0,0,1,0,0,0,0
tarnish,0,0,1,0,0,1,0,1,0,0
tasteless,0,0,1,0,0,1,0,0,0,0
taunt,1,0,0,1,0,1,0,1,0,0
tax,0,0,0,0,0,1,0,1,0,0
teach,0,0,0,0,1,0,1,0,1,1
teacher,0,0,0,0,0,0,1,0,0,1
tearful,0,0,1,1,0,0,0,1,0,0
tease,1,1,0,0,0,1,0,1,0,0
teasing,1,0,0,1,0,1,0,0,0,0
teens,0,0,0,0,0,1,1,0,0,0
tempest,1,1,0,1,0,1,0,1,1,0
tender,0,0,0,0,1,0,1,0,0,1
tenderness,0,0,0,0,1,0,1,0,0,0
terminal,0,0,0,1,0,1,0,1,0,0
termination,0,0,0,0,0,1,0,1,0,0
termite,0,0,1,0,0,1,0,0,0,0
terrible,1,0,1,1,0,1,0,1,0,0
terror,0,0,0,1,0,1,0,0,0,0
terrorism,1,0,1,1,0,1,0,1,0,0
terrorist,1,0,1,1,0,1,0,1,1,0
terrorize,1,0,0,1,0,1,0,1,0,0
testament,0,1,0,0,0,0,0,0,0,1
tetanus,0,0,1,0,0,1,0,0,0,0
thankful,0,0,0,0,1,0,1,0,0,0
thanksgiving,0,0,0,0,1,0,1,0,0,0
theft,1,0,1,1,0,1,0,1,0,0
theism,0,0,1,0,0,1,0,0,0,0
theocratic,1,0,0,1,0,1,0,1,0,1
theory,0,1,0,0,0,0,0,0,0,1
therapeutic,0,0,0,0,1,0,1,0,0,1
thief,1,0,1,1,0,1,0,1,1,0
thirst,0,1,0,0,0,0,0,1,1,0
thorny,0,0,0,1,0,1,0,0,0,0
thoughtful,0,0,0,0,0,0,1,0,0,1
thoughtless,1,0,1,0,0,1,0,0,0,0
thrash,1,0,1,1,0,1,0,1,0,0
threat,1,0,0,1,0,1,0,0,0,0
threaten,1,1,0,1,0,1,0,0,0,0
threatening,1,0,1,1,0,1,0,0,0,0
thresh,1,0,0,1,0,1,0,1,0,0
thrift,0,0,1,0,0,0,1,0,0,1
thrill,0,1,0,1,1,0,1,0,1,0
thrilling,0,1,0,0,1,0,1,0,1,0
thriving,0,1,0,0,1,0,1,0,0,0
throb,0,0,0,1,0,1,0,1,0,0
throne,0,0,0,0,0,0,1,0,0,1
throttle,1,0,0,0,0,1,0,0,0,0
thug,1,0,1,1,0,1,0,0,0,0
thump,1,0,0,0,0,1,0,0,0,0
thundering,1,0,0,1,0,1,0,0,0,0
thwart,0,0,0,0,0,1,0,0,1,0
tickle,0,1,0,0,1,0,1,0,1,1
tiff,1,0,0,0,0,1,0,0,0,0
timid,0,0,0,1,0,1,0,1,0,0
timidity,0,1,0,1,0,1,0,0,0,0
tinsel,0,0,0,0,1,0,1,0,0,0
tirade,1,0,1,0,0,1,0,0,0,0
title,0,0,0,0,0,0,1,0,0,1
toad,0,0,1,0,0,1,0,0,0,0
toast,0,0,0,0,1,0,1,0,0,0
toilet,0,0,1,0,0,1,0,0,0,0
tolerate,1,0,0,0,0,1,0,1,0,0
toothache,0,0,0,1,0,1,0,0,0,0
top,0,1,0,0,0,0,1,0,0,1
torment,1,0,0,1,0,1,0,1,0,0
torpedo,1,0,0,0,0,1,0,0,0,0
tortious,1,0,1,0,0,1,0,0,0,0
torture,1,1,1,1,0,1,0,1,0,0
touchy,1,0,0,0,0,1,0,1,0,0
tough,0,0,0,0,0,1,0,1,0,0
toughness,1,0,0,1,0,0,1,0,0,1
towering,0,1,0,1,0,0,1,0,0,0
toxic,0,0,1,0,0,1,0,0,0,0
toxin,0,0,0,1,0,1,0,0,0,0
tragedy,0,0,0,1,0,1,0,1,0,0
traitor,1,0,1,1,0,1,0,1,0,0
tramp,0,0,1,1,0,1,0,1,0,0
tranquil,0,0,0,0,1,0,1,0,0,0
tranquility,0,0,0,0,1,0,1,0,0,1
transcendence,0,1,0,0,1,0,1,0,1,1
trash,0,0,1,0,0,1,0,1,0,0
trashy,0,0,1,0,0,1,0,0,0,0
traumatic,1,0,0,1,0,1,0,1,0,0
travesty,0,0,1,1,0,1,0,1,0,0
treacherous,1,0,1,1,0,1,0,0,0,0
treachery,1,0,0,1,0,1,0,1,1,0
treason,1,0,1,1,0,1,0,0,1,0
treasure,0,1,0,0,1,0,1,0,0,1
treat,1,1,1,1,1,1,1,1,1,1
tree,1,1,1,0,1,0,1,0,1,1
trembling,0,0,0,1,0,1,0,0,0,0
tremor,1,1,0,1,0,1,0,1,0,0
trepidation,0,1,0,1,0,1,0,0,1,0
trespass,1,0,0,0,0,1,0,0,0,0
tribulation,0,0,0,1,0,1,0,1,0,0
tribunal,0,1,1,1,0,1,0,0,0,1
tributary,0,1,0,0,0,0,1,0,0,0
trick,0,0,0,0,0,1,0,0,1,0
trickery,1,0,1,1,0,1,0,1,1,0
tripping,1,0,0,0,0,1,0,1,0,0
triumph,0,1,0,0,1,0,1,0,0,0
triumphant,0,1,0,0,1,0,1,0,0,1
troll,1,0,0,1,0,1,0,0,0,0
trophy,0,1,0,0,1,0,1,0,1,1
troublesome,1,0,0,1,0,1,0,0,0,0
truce,0,0,0,0,1,0,1,0,0,1
true,0,0,0,0,1,0,1,0,0,1
truth,0,0,0,0,0,0,1,0,0,1
truthfulness,0,0,0,0,0,0,1,0,0,1
tumor,0,0,0,1,0,1,0,0,0,0
tumour,0,0,0,1,0,1,0,1,0,0
tumult,1,0,0,1,0,1,0,0,1,0
tumultuous,1,0,0,1,0,1,0,0,0,0
turbulence,1,0,0,1,0,1,0,0,0,0
turbulent,0,0,0,1,0,1,0,0,0,0
turmoil,1,0,0,1,0,1,0,1,0,0
tutelage,0,0,0,0,0,0,1,0,0,1
twinkle,0,1,0,0,1,0,1,0,0,0
typhoon,0,0,0,1,0,1,0,0,0,0
tyrannical,1,0,1,1,0,1,0,0,0,0
tyranny,0,0,0,1,0,1,0,1,0,0
tyrant,1,0,1,1,0,1,0,1,0,0
ugliness,0,0,1,1,0,1,0,1,0,0
ugly,0,0,1,0,0,1,0,0,0,0
ulcer,1,0,1,1,0,1,0,1,0,0
ultimate,0,1,0,0,0,0,0,1,0,0
ultimately,0,1,0,0,0,0,1,0,0,0
ultimatum,1,0,0,1,0,1,0,0,0,0
umpire,0,0,0,0,0,0,1,0,0,1
unable,0,0,0,0,0,1,0,1,0,0
unacceptable,0,0,0,0,0,1,0,1,0,0
unaccountable,0,1,1,0,0,1,0,1,0,1
unattainable,1,0,0,0,0,1,0,1,0,0
unattractive,0,0,1,0,0,1,0,1,0,0
unbearable,0,0,1,0,0,1,0,1,0,0
unbeaten,0,1,0,0,1,1,1,1,1,0
unbridled,1,1,0,1,0,1,1,0,1,0
unbroken,0,0,0,0,0,0,1,0,0,1
uncanny,0,0,0,1,0,1,0,0,1,0
uncaring,1,0,1,0,0,1,0,1,0,0
uncertain,1,0,1,1,0,1,0,0,1,0
unclean,0,0,1,0,0,1,0,0,0,0
unconscionable,0,0,1,0,0,1,0,0,0,0
unconstrained,0,0,0,0,1,0,1,0,0,0
uncontrollable,1,1,0,0,0,1,0,0,1,0
undecided,0,1,0,1,0,1,0,0,0,0
underpaid,1,0,0,0,0,1,0,1,0,0
understanding,0,0,0,0,0,0,1,0,0,1
underwrite,0,0,0,0,0,0,1,0,0,1
undesirable,1,0,1,1,0,1,0,1,0,0
undesired,0,0,0,0,0,1,0,1,0,0
undoubted,0,1,1,0,0,0,0,0,0,0
undying,0,1,0,0,1,0,1,1,0,1
uneasiness,0,1,0,0,0,1,0,1,0,0
uneasy,0,0,1,1,0,1,0,0,0,0
uneducated,0,0,0,0,0,1,0,1,0,0
unemployed,0,0,0,1,0,1,0,1,0,0
unequal,1,0,1,1,0,1,0,1,0,0
unexpected,0,1,0,1,1,1,1,0,1,0
unexplained,0,1,0,0,0,1,0,1,0,0
unfair,1,0,1,0,0,1,0,1,0,0
unfairness,1,0,0,0,0,1,0,1,0,0
unfaithful,0,0,1,0,0,1,0,0,0,0
unfavorable,0,0,1,0,0,1,0,1,0,0
unfold,0,1,0,0,0,0,1,0,0,0
unforgiving,1,0,0,0,0,1,0,1,0,0
unfortunate,0,0,0,0,0,1,0,1,0,0
unfriendly,1,0,1,1,0,1,0,1,0,0
unfulfilled,1,1,0,0,0,1,0,1,1,0
ungodly,0,0,0,0,0,1,0,1,0,0
ungrateful,1,0,1,0,0,1,0,0,0,0
unhappiness,0,0,0,0,0,1,0,1,0,0
unhappy,1,0,1,0,0,1,0,1,0,0
unhealthy,0,0,1,1,0,1,0,1,0,0
unholy,0,0,0,1,0,1,0,0,0,0
unification,0,1,0,0,1,0,1,0,0,1
unimaginable,0,0,0,0,0,1,1,0,1,0
unimportant,0,0,0,0,0,1,0,1,0,0
uninspired,0,0,0,0,0,1,0,1,0,0
unintentionally,0,0,0,0,0,1,0,0,1,0
uninterested,0,0,0,0,0,1,0,1,0,0
uninteresting,0,0,0,0,0,1,0,1,0,0
unique,0,0,0,0,0,0,1,0,1,0
united,0,0,0,0,0,0,1,0,0,1
unity,0,0,0,0,0,0,1,0,0,1
university,0,1,0,0,0,0,1,0,0,0
unjust,1,0,0,0,0,1,0,0,0,0
unjustifiable,1,0,1,1,0,1,0,0,0,0
unkind,1,0,1,1,0,1,0,1,0,0
unknown,0,1,0,1,0,1,0,0,0,0
unlawful,1,0,1,1,0,1,0,1,0,0
unlucky,1,0,1,1,0,1,0,1,0,0
unmanageable,0,0,1,0,0,1,0,0,0,0
unnatural,0,0,1,1,0,1,0,0,0,0
unpaid,1,0,0,0,0,1,0,1,0,0
unpleasant,0,0,1,0,0,1,0,1,0,0
unpopular,0,0,1,0,0,1,0,1,0,0
unpredictable,0,0,0,0,0,1,0,0,1,0
unpublished,0,1,0,0,0,1,0,1,0,0
unquestionable,0,0,0,0,0,0,1,0,0,1
unquestionably,0,0,0,0,0,0,1,0,0,1
unquestioned,0,0,0,0,0,0,1,0,0,1
